nome;preco;genero;loja;adulta;cultivo;clima;luminosidade;umidade
Guarianthe Deckeri;R$ 49,00;cattleya;1;AD;Tipo de cultivo: em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar.Clima: tropical.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Fácil cultivo.;Clima: tropical;60%;
Cattleya Corcovado;R$ 55,00;cattleya;1;AD;Tipo de cultivo: em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar.Clima: tropical.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Fácil cultivo.;Clima: tropical;60%;
Hawkinsara Sogo Doll;R$ 40,00;cattleya;1;AD;Tipo de cultivo: em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar.Clima: tropical.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Fácil cultivo.;Clima: tropical;60%;
Slc. Mahalo Jack;R$ 35,00;cattleya;1;AD;;Clima: tropica;;
Blc. Haw Yuan Angel;R$ 35,00;cattleya;1;AD;;Clima: tropica;;
Cattleya Walkeriana Adulta Enraizada na Jangadinha !;R$ 49,00;cattleya;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.Nota: FOTO MERAMENTE ILUSTRATIVA;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana AD;R$ 99,00;cattleya;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.Nota: origem semeadura. Ótimo desenvolvimento.;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana Tipo;R$ 220,00;cattleya;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana Rosada 734 x Alba Snow White;R$ 150,00;cattleya;1;AD;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de susbtrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou 28-14-14.Ótimas matrizes;Clima: tropical;60% a 70%;o de umidade da rega
"C. Walkeriana tipo ""orlinha""";R$ 150,00;cattleya;1;AD;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.;Clima: tropical;60% a 70%;o de umidade da rega
C. Walkeriana tipo Savio;R$ 100,00;cattleya;1;AD;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana Mirian Juliato x Filha de Carla;R$ 24,00;cattleya;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de susbtrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou 28-14-14.Nota: muda de ótimo desevolvimento. Segue envasada.;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana Heitor x Thais Cristina;R$ 30,00;cattleya;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.Nota: origem semeadura. Ótimo desenvolvimento.;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana AD;R$ 49,00;cattleya;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.Nota: origem semeadura. Ótimo desenvolvimento.;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana Tokyo x Alba Dayane Wenzel- AD;R$ 150,00;cattleya;1;AD;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de susbtrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou 28-14-14.Ótimas matrizes;Clima: tropical;60% a 70%;o de umidade da rega
Cattleya Walkeriana Dark Color x Cambara;R$ 30,00;cattleya;1;MUDA;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Também é cultivada em placas, neste caso utilize um pouco de substrato junto às raizes para ajudar retenção de umidade da rega.Clima: tropical.Luminosidade: 60% a 70%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20 ou adubo orgânico a cada 2 meses. Enraizador 1x ao mês.Nota: origem semeadura. Ótimo desenvolvimento.;Clima: tropical;60% a 70%;o de umidade da rega
Dendrobium Farmerii;R$ 14,00;dendrobium;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Adapta-se bem ao cultivo em placa, epífeta.Clima: tropical.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Nota: Fácil cultivo. Característica de perda de folhagem após floração.;Clima: tropical;60%;
Dendrobium Spectabilis;R$ 50,00;dendrobium;1;NBS; facil cultivo;;;
Dendrobium Crysotoxum;R$ 12,00;dendrobium;1;;Tipo de cultivo: cultivada em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Clima: tropical, ameno.Luminosidade: 60% a 70%Rega: moderado. Em geral a cada 2 a 3 dias.Adubação: a cada 15 dias, com NPK 20-20-20. Pode-se utilizar também adubo orgânico a cada 2 meses.Nota: Fácul cultivo. Perde sua folhagem após a floração, dando surgimento a novos brotos, é o ciclo natural da espécie. ;;60% a 70%;
Dendrobium Nobile;R$ 19,90;dendrobium;1;AD;;;;
Dendrobium Primulinum;R$ 69,00;dendrobium;1;AD;Tipo de cultivo: cultivada em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Aceita bem cultivo em placa de madeira ou árvore. Neste caso maior observação com a rega para que não desidrate.Clima: tropical, ameno.Luminosidade: 60% a 70%Rega: moderado. Em geral a cada 2 a 3 dias.Adubação: a cada 15 dias, com NPK 20-20-20. Pode-se utilizar também adubo orgânico a cada 2 meses.Nota: Fácul cultivo. Perde sua folhagem após a floração, dando surgimento a novos brotos, é o ciclo natural da espécie. ;;60% a 70%;
Dendrobium Densiflorun var. albo-lutea;R$ 120,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Kingianum Albo;R$ 26,00;dendrobium;1;; pequenoTipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Adapta-se bem ao cultivo em placa, epífeta. Clima: tropical. Luminosidade: 60% Rega: ao observar substrato seco, em geral a cada 2 dias.  Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses. Nota: Fácil cultivo;Clima: tropical;60% ;
Dendrobium Parishii;R$ 89,00;dendrobium;1;;Cultivo: fácil, deve receber regas moderadas, evitar regar no inverno.;;;
Dendrobium Aphyllum;R$ 90,00;dendrobium;1;AD; Fácul cultivo. Perde sua folhagem após a floração, dando surgimento a novos brotos, é o ciclo natural da espécie. ;;60% a 70%;
Dendrobium Ekapol Panda;R$ 24,00;dendrobium;1;AD;;;;
Dendrobium Rosy Cluster;R$ 65,00;dendrobium;1;NBS;Ao longo do cultivo,  as floradas ficam mais cheias;;moderada;
Dendrobium Hamana Lake Dream;R$ 19,90;dendrobium;1;AD;Tipo de cultivo: cultivada em vaso com substrato à base de esfagno ou casca de pinus,  pedrisco no fundo para drenar. Aceita bem cultivo em placa de madeira ou árvore. Neste caso maior observação com a rega para que não desidrate.Clima: tropical, ameno.Luminosidade: 60% a 70%Rega: moderado. Em geral a cada 2 a 3 dias.Adubação: a cada 15 dias, com NPK 20-20-20. Pode-se utilizar também adubo orgânico a cada 2 meses.Nota: ;;60% a 70%;
Dendrobium Cretaceum;R$ 55,00;dendrobium;1;AD;Ao longo do cultivo,  as floradas ficam mais cheias;;moderada;
Dendrobium Agregatum;R$ 25,00;dendrobium;1;AD;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Adapta-se bem a placas de madeira também.Clima: subtropical, ameno.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Nota: Fácil cultivo. Quando estiver em floração evite molhar as flores para maior durabilidade. Bulbos curtos apresentando 4cm aprox. Espécie de porte pequeno, mantendo-se assim mesmo em fase adulta, muitas vezes sua florada chega a esconder a folhagem.;;60%;
Dendrobium Thyrsiflorum;R$ 250,00;dendrobium;1;;Fácil cultivo;;;
Dendrobium Cristalinum;R$ 85,00;dendrobium;1;AD;Ao longo do cultivo,  as floradas ficam mais cheias;;moderada;
Dendrobium Thyrsiflorum;R$ 49,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Polysema;R$ 29,00;dendrobium;1;MUDA;;;;
Dendrobium Amabile;R$ 75,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Usitae Red Coral;R$ 85,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Grifftchianum- AD;R$ 75,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Green Flash;R$ 75,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Bursigerum;R$ 75,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Willsonii Yellow;R$ 75,00;dendrobium;1;AD;Fácil cultivo;;;
Dendrobium Polysema;R$ 65,00;dendrobium;1;AD;;;;
Dendrobium Thongchai Ancheng;R$ 35,00;dendrobium;1;AD;;;;
Denphal;R$ 10,00;dendrobium;1;NBS;15 a 20 cm Tipo de cultivo: em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar.Clima: tropical, quente e úmido.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Nota: Fácil cultivo. Quando estiver em floração evite molhar as flores para maior durabilidade;;60%;
Dendrobium Discolor;R$ 49,00;dendrobium;1;AD;;;;
"Dendrobium Crumenatum""Pombo""";R$ 15,00;dendrobium;1;;Tipo de cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar. Adapta-se bem ao cultivo em placa, epífeta.Clima: tropical.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Nota: Fácil cultivo. Característica de perda de folhagem após floração. Podendo ficar totalmente sem folhagem no período de dormência. Bulbos finos e flores de leve perfume. Forma lindas touceiras ao longo do cultivo;Clima: tropical;60%;
Rosa do Deserto var. 263;R$ 120,00;dendrobium;1;; Folhagem de bulbos traseiros caducam ao longo do cultivo. Ciclo natural da planta;Clima: tropical;60%;
Dendrobium King Dragon;R$ 29,00;dendrobium;1;AD; 15 a 20 cm Tipo de cultivo: em vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar.Clima: tropical, quente e úmido.Luminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 dias. Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Nota: Fácil cultivo. Quando estiver em floração evite molhar as flores para maior durabilidade;;60%;
"Sophronits Brevipedunculata ""Devils""";R$ 30,00;outros;1;AD;;;50% sombreamento;
Epidendrum Ibaguense Albo;R$ 36,00;outros;1;AD;Planta de fácil aclimatação e cultivo.;climatação e cultivo;no ambiente de cultivo;
Maxillaria Schunkeana;R$ 25,00;outros;1;AD;;;;
Maxillaria Tenuifolia;R$ 12,00;outros;1;NBS;Cultivo: Grau de dificuldade : Fácil;Clima: Moderado;;
Oncidium Lanceanum;R$ 30,00;outros;1;MUDA;;Clima: Tropical;60 a 70%;
Leptotes Bicolor;R$ 25,00;outros;1;AD;;;;
Ornitophora Radicans;R$ 12,00;outros;1;AD;Cultivo: Grau de dificuldade : Fácil;Clima: Moderado;;
Bulbophyllum Sessile;R$ 12,00;outros;1;AD;Cultivo substrato mix com elementos bem triturados em pedaços miúdos, e bem drenado.;;;
Psychopsis Papilio;R$ 55,00;outros;1;AD;;Clima: Tropical;60 a 70%;
Bulbophyllum Meen Garuda;R$ 39,00;outros;1;AD;;;sombreamento;
Oncidium Nanum;R$ 30,00;outros;1;AD;;Clima: Tropical;60 a 70%;
Oncidium Sherry Baby;R$ 24,00;oncidium;1;AD; Suas folhas ficam pintadas quando expostas a claridade durante o cultivo.;;;
Trichocentrum Windward Beauty Wainae;R$ 80,00;oncidium;1;AD; Fácil cultivo. Quando estiver em floração evite molhar as flores para maior durabilidade. Flores de linda tonalidade. Folhagem pode apresentar pigmentação ao longo do cultivo.;Clima: tropical;60%;
Oncidium Sphacelatum;R$ 12,00;oncidium;1;;;;;
Oncidium Albo Kps Snow;R$ 19,90;oncidium;1;;;Clima temperado;;
Oncidium Lanceanum;R$ 30,00;oncidium;1;MUDA;;Clima: Tropical;60 a 70%;
Tolumnia Jairak Rainbow Yellow;R$ 39,90;oncidium;1;AD;;;60%;
Ionocidium Haurai;R$ 24,00;oncidium;1;;;;60%;
Ionocidium Haurai;R$ 15,00;oncidium;1;NBS;;;60%;
Psychopsis Papilio;R$ 55,00;oncidium;1;AD;;Clima: Tropical;60 a 70%;
Oncidium Jorge Verboonem;R$ 55,00;oncidium;1;AD;;;;
Oncidium Nanum;R$ 30,00;oncidium;1;AD;;Clima: Tropical;60 a 70%;
"Cattleya Violacea var. Semi-alba ""Estriata""";R$ 24,90;outros;1;;;;numa altitude de 800 a 1200 metros;
Cattleya Nobilior Amaliae;R$ 65,00;outros;1;;As dicas de cultivo desta espécie vêm da observação da natureza. Nas regiões onde elas ocorrem existem dois períodos bem definidos: verão(seca) e inverno (chuva). O que nos leva a crer que estas plantas necessitam passar por um período de seca antes da floração (entre Maio e Junho) e conseqúente aumento de regas após a floração em Agosto/Setembro, quando então produzem seusbulbos vegetativos.;;;
Epidendrum Ibaguense Albo;R$ 36,00;outros;1;AD;Planta de fácil aclimatação e cultivo.;climatação e cultivo;no ambiente de cultivo;
Maxillaria Schunkeana;R$ 25,00;outros;1;AD;;;;
"Sophronits Brevipedunculata ""Devils""";R$ 30,00;outros;1;AD;;;50% sombreamento;
Phalaenopsis Montreux;R$ 45,00;outros;1;AD;Cultivo: vaso com substrato à base de casca de pinus, carvão triturado, pedrisco no fundo para drenar.Clima: temperadoLuminosidade: 60%Rega: ao observar substrato seco, em geral a cada 2 a 3 dias.Adubação: a cada 15 dias, com NPK 20-20-20. Podendo também utilizar adubo orgânico a cada 2 meses.Nota: Fácil cultivo. Formação monopodial, apresenta flores de 8cm de diâmetro, de longa duração, podendo florescer até 3x ao ano quando bem aclimatada. A tonalidade das flores pode apresentar pequena variação conforme intensidade da luminosidade do ambiente de cultivo.;climatada;60%;
